transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud,log_amount,merchant_category_enc,risk_score,predicted_fraud,top_reasons
7001,7.12,5,Electronics,1,0,87,1,60,0,2.0943301541735866,1,0.01,0,device_trust_score (-4.03); transaction_hour (-2.58); velocity_last_24h (-2.20)
7398,405.74,8,Electronics,0,0,84,1,60,0,6.008174160670929,1,0.01,0,device_trust_score (-2.93); transaction_hour (-2.46); velocity_last_24h (-1.74)
7399,208.52,13,Clothing,0,0,27,2,47,0,5.344819200199456,0,0.01,0,transaction_hour (-3.76); foreign_transaction (-2.14); location_mismatch (-2.12)
7400,51.76,12,Electronics,0,0,30,1,67,0,3.965753327849114,1,0.01,0,transaction_hour (-3.60); location_mismatch (-2.14); foreign_transaction (-2.04)
7401,12.21,23,Grocery,0,1,44,5,31,0,2.580974118534234,3,0.8,1,velocity_last_24h (+3.70); transaction_hour (-3.05); device_trust_score (-2.88)
7402,211.17,11,Travel,0,0,28,3,30,0,5.357387840125025,4,0.01,0,transaction_hour (-3.72); foreign_transaction (-2.17); location_mismatch (-2.08)
7403,152.93,0,Food,0,1,77,2,54,0,5.036497953621983,2,0.02,0,device_trust_score (-4.57); location_mismatch (+3.11); transaction_hour (+2.37)
7404,93.31,18,Food,0,0,95,1,28,0,4.546587228555794,2,0.01,0,device_trust_score (-3.04); transaction_hour (-2.62); foreign_transaction (-1.55)
7405,81.35,15,Travel,1,0,86,3,62,0,4.410978456623649,4,0.01,0,device_trust_score (-3.94); transaction_hour (-3.51); foreign_transaction (+2.18)
7406,43.99,11,Grocery,0,0,62,3,65,0,3.806440242853081,3,0.01,0,device_trust_score (-2.76); transaction_hour (-2.62); foreign_transaction (-1.63)
7407,199.35,9,Grocery,0,0,60,3,26,0,5.300065837082154,3,0.01,0,device_trust_score (-2.67); transaction_hour (-2.56); foreign_transaction (-1.72)
7408,635.23,1,Clothing,0,0,58,1,53,0,6.455560133185992,0,0.01,0,device_trust_score (-3.83); location_mismatch (-2.26); foreign_transaction (-2.24)
7409,34.78,17,Grocery,0,0,30,4,39,0,3.5773890780805733,3,0.01,0,transaction_hour (-3.58); location_mismatch (-2.24); foreign_transaction (-2.20)
7410,163.64,12,Clothing,1,0,90,3,21,0,5.103761272085739,0,0.01,0,device_trust_score (-3.84); transaction_hour (-3.36); foreign_transaction (+2.08)
7411,99.35,23,Electronics,0,0,42,2,48,0,4.608664075242347,1,0.01,0,transaction_hour (-2.74); device_trust_score (-2.04); foreign_transaction (-1.71)
7412,106.53,5,Travel,0,0,51,0,60,0,4.677769878402435,4,0.01,0,device_trust_score (-2.49); transaction_hour (-2.27); foreign_transaction (-1.73)
7413,52.78,11,Electronics,1,0,63,2,55,0,3.9849016508407185,1,0.01,0,device_trust_score (-3.81); transaction_hour (-3.57); foreign_transaction (+2.22)
7414,313.87,21,Electronics,0,0,75,1,68,0,5.7521598552295075,1,0.01,0,device_trust_score (-2.82); transaction_hour (-2.48); velocity_last_24h (-1.60)
7415,119.54,3,Electronics,0,0,43,0,69,0,4.7919816480548985,1,0.01,0,device_trust_score (-2.68); foreign_transaction (-2.40); velocity_last_24h (-2.12)
7416,141.11,0,Electronics,0,0,58,2,58,0,4.95660140560377,1,0.01,0,device_trust_score (-4.04); foreign_transaction (-2.32); location_mismatch (-2.10)
7417,65.43,10,Food,0,0,48,0,18,0,4.19614876167715,2,0.01,0,transaction_hour (-2.68); device_trust_score (-2.48); velocity_last_24h (-1.55)
7418,36.12,22,Grocery,1,0,49,1,36,0,3.6141559079179997,3,0.01,0,transaction_hour (-3.42); device_trust_score (-3.41); foreign_transaction (+2.32)
7419,16.17,7,Travel,0,0,94,2,26,0,2.843163674909384,4,0.01,0,device_trust_score (-2.94); transaction_hour (-2.27); foreign_transaction (-1.65)
7420,225.39,1,Travel,0,0,54,2,29,0,5.422259175742214,4,0.01,0,device_trust_score (-3.36); foreign_transaction (-2.50); location_mismatch (-2.35)
7421,39.32,1,Electronics,0,0,78,3,56,0,3.696847623763113,1,0.01,0,device_trust_score (-4.35); foreign_transaction (-2.20); location_mismatch (-2.07)
7422,210.86,15,Travel,0,0,49,1,60,0,5.35592567916835,4,0.01,0,transaction_hour (-2.80); device_trust_score (-2.52); location_mismatch (-1.74)
7423,89.08,0,Clothing,0,1,29,1,51,1,4.50069816439138,0,99.11,1,location_mismatch (+3.55); transaction_hour (+2.72); device_trust_score (+2.63)
7424,96.74,3,Travel,0,0,26,0,28,0,4.582310891842009,4,0.02,0,foreign_transaction (-2.52); location_mismatch (-2.24); transaction_hour (+2.11)
7425,114.0,5,Electronics,0,0,87,2,54,0,4.74493212836325,1,0.01,0,device_trust_score (-3.07); transaction_hour (-2.15); foreign_transaction (-1.67)
7426,82.51,20,Travel,0,0,78,4,65,0,4.424966385165138,4,0.01,0,device_trust_score (-2.92); transaction_hour (-2.50); foreign_transaction (-1.63)
7427,19.09,19,Grocery,0,0,62,3,64,0,3.000222178826843,3,0.01,0,device_trust_score (-2.85); transaction_hour (-2.28); foreign_transaction (-1.65)
7428,66.7,13,Electronics,0,0,41,3,34,0,4.215086179918229,1,0.01,0,transaction_hour (-2.99); device_trust_score (-2.04); foreign_transaction (-1.74)
7429,196.17,19,Food,0,1,55,3,34,0,5.284066300778177,2,0.01,0,transaction_hour (-3.52); device_trust_score (-3.38); location_mismatch (+2.39)
7430,197.27,14,Grocery,0,0,25,1,33,0,5.289629738150471,3,0.01,0,transaction_hour (-3.73); foreign_transaction (-2.14); location_mismatch (-2.06)
7431,60.69,6,Travel,0,0,30,0,61,0,4.122121843221548,4,0.01,0,transaction_hour (-3.21); location_mismatch (-2.10); foreign_transaction (-2.10)
7432,110.95,6,Food,0,0,94,3,40,0,4.718052343044764,2,0.01,0,device_trust_score (-3.03); transaction_hour (-2.27); foreign_transaction (-1.66)
7433,38.7,17,Grocery,1,0,60,2,60,0,3.681351187693145,3,0.01,0,device_trust_score (-3.68); transaction_hour (-3.50); foreign_transaction (+2.25)
7434,42.51,22,Clothing,0,0,32,0,57,0,3.772990796732589,0,0.01,0,transaction_hour (-3.41); foreign_transaction (-2.14); location_mismatch (-2.09)
7435,4.2,1,Grocery,0,0,97,4,57,0,1.6486586255873816,3,0.01,0,device_trust_score (-4.33); location_mismatch (-2.13); foreign_transaction (-2.13)
7436,408.7,19,Food,0,0,34,0,29,0,6.015425184552825,2,0.01,0,transaction_hour (-3.33); foreign_transaction (-2.29); velocity_last_24h (-2.07)
7437,42.59,14,Clothing,0,1,48,2,40,0,3.774827766250301,0,0.01,0,device_trust_score (-3.49); transaction_hour (-3.33); location_mismatch (+2.37)
7438,46.47,0,Travel,0,0,87,1,68,0,3.8600979325632268,4,0.01,0,device_trust_score (-4.15); foreign_transaction (-2.12); location_mismatch (-2.05)
7439,59.03,20,Electronics,0,0,64,3,36,0,4.094844437263752,1,0.01,0,device_trust_score (-2.88); transaction_hour (-2.56); foreign_transaction (-1.66)
7440,24.53,16,Travel,0,0,26,2,67,0,3.2398542312533927,4,0.01,0,transaction_hour (-3.36); location_mismatch (-2.22); foreign_transaction (-1.97)
7441,183.53,19,Electronics,0,1,44,2,49,0,5.217812051888386,1,0.01,0,transaction_hour (-3.53); device_trust_score (-3.16); location_mismatch (+2.35)
7442,14.06,12,Electronics,0,0,57,1,18,0,2.7120422223717475,1,0.01,0,device_trust_score (-2.76); transaction_hour (-2.38); velocity_last_24h (-1.60)
7443,25.94,11,Food,0,0,38,1,32,0,3.293612170982218,2,0.01,0,transaction_hour (-3.31); foreign_transaction (-2.20); location_mismatch (-1.95)
7444,186.29,23,Clothing,0,0,78,0,65,0,5.232658217741762,0,0.01,0,device_trust_score (-2.91); transaction_hour (-2.30); velocity_last_24h (-1.60)
7445,74.7,21,Clothing,1,1,79,2,41,0,4.3267781604434035,0,0.01,0,device_trust_score (-4.62); transaction_hour (-3.03); foreign_transaction (+2.75)
7446,221.55,14,Grocery,0,0,61,0,66,0,5.4051517954618635,3,0.01,0,device_trust_score (-2.75); transaction_hour (-2.62); foreign_transaction (-1.62)
7447,146.73,23,Travel,0,0,30,3,43,0,4.9953862833335165,4,0.01,0,transaction_hour (-3.40); location_mismatch (-2.15); foreign_transaction (-2.13)
7448,53.23,4,Food,0,0,57,1,57,0,3.993234260852969,2,0.01,0,device_trust_score (-2.90); transaction_hour (-2.09); velocity_last_24h (-1.72)
7449,189.39,6,Travel,0,1,74,2,41,0,5.249074599969585,4,0.01,0,device_trust_score (-3.57); transaction_hour (-2.97); location_mismatch (+2.54)
7450,22.25,7,Grocery,0,0,99,2,27,0,3.1463051320333655,3,0.01,0,device_trust_score (-2.65); transaction_hour (-2.34); foreign_transaction (-1.66)
7451,138.38,22,Grocery,0,0,94,2,23,0,4.937204016010373,3,0.01,0,device_trust_score (-2.93); transaction_hour (-2.52); foreign_transaction (-1.53)
7452,103.45,13,Food,0,0,96,2,19,0,4.648708488002574,2,0.01,0,device_trust_score (-2.93); transaction_hour (-2.65); foreign_transaction (-1.48)
7453,56.12,3,Grocery,1,0,75,0,51,0,4.0451543180313285,3,0.01,0,device_trust_score (-4.85); foreign_transaction (+2.90); velocity_last_24h (-2.24)
7454,166.74,20,Food,0,0,90,1,35,0,5.122415161556265,2,0.01,0,device_trust_score (-2.98); transaction_hour (-2.58); foreign_transaction (-1.61)
7455,369.1,13,Grocery,0,0,85,4,41,0,5.9137732393921105,3,0.01,0,device_trust_score (-2.99); transaction_hour (-2.73); foreign_transaction (-1.65)
7456,1227.01,9,Clothing,0,0,52,3,29,0,7.113150251996407,0,0.01,0,transaction_hour (-3.01); amount (+2.97); device_trust_score (-2.63)
7457,168.46,21,Food,0,0,68,2,41,0,5.132616910770318,2,0.01,0,device_trust_score (-2.85); transaction_hour (-2.61); foreign_transaction (-1.65)
7458,93.37,15,Clothing,0,0,36,2,25,0,4.547223226033242,0,0.01,0,transaction_hour (-3.52); foreign_transaction (-2.20); location_mismatch (-1.91)
7459,45.93,10,Clothing,0,0,81,3,18,0,3.8486571298063263,0,0.01,0,device_trust_score (-2.85); transaction_hour (-2.55); foreign_transaction (-1.46)
7460,53.49,21,Food,1,0,50,6,62,0,3.998017198595007,2,0.02,0,transaction_hour (-3.74); device_trust_score (-3.50); velocity_last_24h (+3.29)
7461,117.52,13,Travel,0,0,49,0,42,0,4.775081722705364,4,0.01,0,transaction_hour (-2.76); device_trust_score (-2.47); foreign_transaction (-1.65)
7462,82.39,13,Electronics,0,0,39,0,27,0,4.423528398098894,1,0.01,0,transaction_hour (-3.40); foreign_transaction (-2.22); velocity_last_24h (-1.98)
7463,441.23,1,Grocery,0,0,98,0,53,0,6.091830108727296,3,0.01,0,device_trust_score (-4.06); foreign_transaction (-2.18); location_mismatch (-2.15)
7464,82.68,21,Grocery,0,0,77,2,58,0,4.427000000316613,3,0.01,0,device_trust_score (-3.03); transaction_hour (-2.55); foreign_transaction (-1.59)
7465,84.15,12,Travel,0,0,89,0,24,0,4.444414407108697,4,0.01,0,device_trust_score (-2.94); transaction_hour (-2.60); foreign_transaction (-1.54)
7466,87.08,2,Electronics,0,0,78,2,68,0,4.478245492414424,1,0.01,0,device_trust_score (-4.12); foreign_transaction (-2.14); location_mismatch (-1.93)
7467,326.1,17,Travel,0,0,63,0,46,0,5.790265934544339,4,0.01,0,device_trust_score (-2.83); transaction_hour (-2.67); location_mismatch (-1.62)
7468,189.37,21,Electronics,0,0,75,2,43,0,5.248969546917698,1,0.01,0,device_trust_score (-2.84); transaction_hour (-2.62); foreign_transaction (-1.64)
7469,171.42,3,Food,0,0,44,1,59,0,5.1499333607817785,2,0.01,0,device_trust_score (-3.06); foreign_transaction (-2.34); velocity_last_24h (-2.15)
7470,73.2,20,Food,1,0,88,0,52,0,4.3067641501733345,2,0.01,0,device_trust_score (-4.09); transaction_hour (-3.22); foreign_transaction (+2.15)
7471,306.58,20,Clothing,0,0,35,3,49,0,5.728735216011778,0,0.01,0,transaction_hour (-3.39); foreign_transaction (-2.30); location_mismatch (-1.94)
7472,7.04,18,Clothing,0,0,76,2,67,0,2.0844290831908747,0,0.01,0,device_trust_score (-2.89); transaction_hour (-2.39); location_mismatch (-1.55)
7473,368.35,15,Food,0,0,78,0,57,0,5.911744703974747,2,0.01,0,device_trust_score (-3.02); transaction_hour (-2.67); velocity_last_24h (-1.61)
7474,129.42,3,Clothing,0,0,93,3,49,0,4.870760011965056,0,0.01,0,device_trust_score (-4.21); foreign_transaction (-2.17); velocity_last_24h (-1.91)
7475,91.42,18,Food,1,0,31,1,50,0,4.5263434054421205,2,0.02,0,transaction_hour (-4.18); foreign_transaction (+3.12); location_mismatch (-2.31)
7476,123.75,22,Travel,0,0,36,2,35,0,4.826311734631628,4,0.01,0,transaction_hour (-3.33); foreign_transaction (-2.23); location_mismatch (-1.98)
7477,198.16,14,Grocery,0,0,26,2,56,0,5.294108521773982,3,0.01,0,transaction_hour (-3.72); foreign_transaction (-2.14); location_mismatch (-2.11)
7478,2.31,0,Food,0,0,45,2,39,0,1.1969481893889715,2,0.01,0,device_trust_score (-3.04); foreign_transaction (-2.31); location_mismatch (-2.16)
7479,369.4,15,Food,0,0,93,3,32,0,5.914583502772024,2,0.01,0,device_trust_score (-2.99); transaction_hour (-2.72); foreign_transaction (-1.63)
7480,106.55,14,Food,0,0,60,4,58,0,4.677955855713739,2,0.01,0,device_trust_score (-2.79); transaction_hour (-2.73); foreign_transaction (-1.62)
7481,75.6,15,Clothing,0,0,45,1,40,0,4.338597076746545,0,0.01,0,transaction_hour (-2.86); device_trust_score (-2.31); foreign_transaction (-1.61)
7482,26.78,21,Clothing,0,0,77,5,58,0,3.3243163373261977,0,0.01,0,device_trust_score (-3.97); transaction_hour (-3.12); velocity_last_24h (+2.74)
7483,104.2,19,Clothing,0,1,43,0,54,0,4.65586330030361,0,0.01,0,transaction_hour (-3.34); device_trust_score (-2.85); location_mismatch (+2.22)
7484,123.45,0,Clothing,1,0,27,0,30,1,4.823904028813601,0,99.13,1,foreign_transaction (+3.57); transaction_hour (+3.08); device_trust_score (+2.34)
7485,93.05,16,Travel,0,0,84,3,39,0,4.54382655574704,4,0.01,0,device_trust_score (-2.96); transaction_hour (-2.65); foreign_transaction (-1.61)
7486,204.35,4,Food,0,1,97,0,62,0,5.324715840402567,2,0.01,0,device_trust_score (-3.86); transaction_hour (-2.62); location_mismatch (+2.40)
7487,98.33,4,Travel,0,0,58,3,39,0,4.598447640227264,4,0.01,0,device_trust_score (-2.73); transaction_hour (-2.13); foreign_transaction (-1.77)
7488,585.89,6,Clothing,0,0,53,2,46,0,6.37483740874133,0,0.01,0,device_trust_score (-2.59); transaction_hour (-2.41); foreign_transaction (-1.76)
7489,164.61,12,Travel,0,0,98,5,20,0,5.1096356266014,4,0.01,0,device_trust_score (-3.60); transaction_hour (-3.60); velocity_last_24h (+2.66)
7490,296.56,11,Food,0,0,81,3,36,0,5.69561588532314,2,0.01,0,device_trust_score (-3.01); transaction_hour (-2.69); foreign_transaction (-1.63)
7491,20.85,3,Food,0,0,97,3,61,0,3.084200921541599,2,0.01,0,device_trust_score (-4.32); foreign_transaction (-2.09); location_mismatch (-1.95)
7492,91.14,3,Clothing,0,0,64,2,66,0,4.523309159507771,0,0.01,0,device_trust_score (-4.10); foreign_transaction (-2.20); location_mismatch (-1.89)
7493,73.94,22,Food,0,1,74,2,53,0,4.316687793365541,2,0.01,0,device_trust_score (-3.92); transaction_hour (-3.32); location_mismatch (+2.34)
7494,151.7,20,Travel,0,0,99,5,68,0,5.028475212224587,4,0.01,0,device_trust_score (-3.28); transaction_hour (-3.21); velocity_last_24h (+2.73)
7495,355.34,20,Electronics,0,0,43,2,56,0,5.875885331255824,1,0.01,0,transaction_hour (-2.89); device_trust_score (-2.19); foreign_transaction (-1.81)
7496,14.68,5,Food,0,0,46,2,23,0,2.7523860149222616,2,0.01,0,device_trust_score (-2.41); transaction_hour (-2.21); velocity_last_24h (-1.83)
7497,13.56,23,Travel,0,0,75,3,31,0,2.67827804276854,4,0.01,0,device_trust_score (-2.86); transaction_hour (-2.19); location_mismatch (-1.61)
7498,341.86,14,Travel,0,0,73,3,45,0,5.837322200579335,4,0.01,0,device_trust_score (-2.83); transaction_hour (-2.76); location_mismatch (-1.68)
7499,43.08,20,Travel,1,0,76,1,48,0,3.786006164844659,4,0.01,0,device_trust_score (-3.77); transaction_hour (-3.37); foreign_transaction (+2.22)
7500,198.88,18,Food,0,0,46,3,62,0,5.297717186476004,2,0.01,0,transaction_hour (-2.90); device_trust_score (-2.43); location_mismatch (-1.67)
7501,140.9,5,Electronics,0,0,86,1,43,0,4.955122584165997,1,0.01,0,device_trust_score (-3.05); transaction_hour (-2.14); velocity_last_24h (-1.75)
7502,322.04,11,Clothing,0,0,84,5,68,0,5.777776154564528,0,0.01,0,device_trust_score (-3.69); transaction_hour (-3.53); velocity_last_24h (+2.71)
7503,24.05,13,Clothing,0,0,31,1,23,0,3.2208738275308737,0,0.01,0,transaction_hour (-3.46); location_mismatch (-2.18); foreign_transaction (-2.02)
7504,25.02,17,Food,0,0,77,1,59,0,3.2588654730843594,2,0.01,0,device_trust_score (-3.10); transaction_hour (-2.50); location_mismatch (-1.62)
7505,146.48,11,Food,0,0,55,2,20,0,4.993692573365943,2,0.01,0,transaction_hour (-2.81); device_trust_score (-2.51); foreign_transaction (-1.59)
7506,526.65,23,Grocery,0,0,28,1,26,0,6.268433185117099,3,0.01,0,transaction_hour (-3.41); foreign_transaction (-2.08); location_mismatch (-1.99)
7507,96.51,23,Electronics,0,0,31,2,20,0,4.579954936847027,1,0.01,0,transaction_hour (-3.43); location_mismatch (-2.05); foreign_transaction (-2.00)
7508,71.27,14,Travel,0,0,27,1,34,0,4.28040910529489,4,0.01,0,transaction_hour (-3.69); location_mismatch (-2.11); foreign_transaction (-2.11)
7509,167.97,18,Travel,0,0,49,3,44,0,5.129721184372558,4,0.01,0,transaction_hour (-2.80); device_trust_score (-2.48); location_mismatch (-1.72)
7510,479.82,7,Clothing,0,0,58,1,68,0,6.175492979693623,0,0.01,0,device_trust_score (-2.68); transaction_hour (-2.35); location_mismatch (-1.68)
7511,326.44,8,Food,0,0,57,2,31,0,5.791304832184148,2,0.01,0,device_trust_score (-2.79); transaction_hour (-2.49); foreign_transaction (-1.76)
7512,972.01,4,Electronics,0,0,62,1,54,0,6.880394359625484,1,0.01,0,device_trust_score (-2.57); transaction_hour (-2.40); location_mismatch (-1.77)
7513,4.11,4,Clothing,0,0,28,1,57,0,1.631199404215613,0,0.01,0,transaction_hour (-2.96); location_mismatch (-2.14); velocity_last_24h (-2.00)
7514,21.56,5,Electronics,0,0,72,3,64,0,3.1161784266298582,1,0.01,0,device_trust_score (-2.87); transaction_hour (-2.05); foreign_transaction (-1.66)
7515,169.24,22,Food,0,0,98,3,66,0,5.13720920615328,2,0.01,0,device_trust_score (-2.95); transaction_hour (-2.47); foreign_transaction (-1.59)
7516,309.24,2,Travel,0,0,85,1,21,0,5.737346191494342,4,0.01,0,device_trust_score (-4.09); velocity_last_24h (-2.10); location_mismatch (-2.07)
7517,60.45,4,Grocery,0,0,89,4,59,0,4.118223836012044,3,0.01,0,device_trust_score (-3.08); transaction_hour (-2.11); foreign_transaction (-1.66)
7518,49.21,0,Electronics,0,0,95,3,65,0,3.916214210046614,1,0.01,0,device_trust_score (-4.31); foreign_transaction (-2.15); location_mismatch (-1.94)
7519,278.34,10,Travel,0,0,85,1,25,0,5.632429677877625,4,0.01,0,device_trust_score (-2.97); transaction_hour (-2.66); foreign_transaction (-1.59)
7520,10.45,20,Electronics,0,0,25,5,28,0,2.4379897300002487,1,0.2,1,velocity_last_24h (+3.85); transaction_hour (-3.53); foreign_transaction (-1.94)
7521,82.99,19,Electronics,0,0,30,4,39,0,4.430697744137536,1,0.01,0,transaction_hour (-3.52); foreign_transaction (-2.21); location_mismatch (-2.10)
7522,126.87,0,Electronics,0,0,98,5,69,0,4.851014122823077,1,0.03,0,device_trust_score (-4.38); velocity_last_24h (+3.67); transaction_hour (+2.21)
7523,147.92,6,Food,0,0,45,0,68,0,5.003409249004516,2,0.01,0,transaction_hour (-2.35); device_trust_score (-2.28); velocity_last_24h (-1.78)
7524,234.76,14,Clothing,1,0,91,1,50,0,5.462814338429439,0,0.01,0,device_trust_score (-4.06); transaction_hour (-3.47); foreign_transaction (+2.11)
7525,78.89,16,Electronics,0,0,52,1,59,0,4.380650688493951,1,0.01,0,transaction_hour (-2.77); device_trust_score (-2.63); foreign_transaction (-1.61)
7526,170.73,7,Food,0,0,90,1,61,0,5.145923475995771,2,0.01,0,device_trust_score (-2.93); transaction_hour (-2.46); velocity_last_24h (-1.66)
7527,158.47,1,Grocery,0,0,51,1,49,0,5.071855816759881,3,0.01,0,device_trust_score (-3.57); foreign_transaction (-2.41); location_mismatch (-2.25)
7528,142.78,12,Clothing,0,0,56,2,41,0,4.968284353555726,0,0.01,0,device_trust_score (-2.80); transaction_hour (-2.69); foreign_transaction (-1.63)
7529,184.14,11,Food,0,0,36,1,19,0,5.221112295639065,2,0.01,0,transaction_hour (-3.50); foreign_transaction (-2.11); velocity_last_24h (-1.95)
7530,54.06,4,Grocery,0,0,89,2,48,0,4.008423499714461,3,0.01,0,device_trust_score (-3.06); transaction_hour (-2.09); foreign_transaction (-1.68)
7531,15.92,12,Clothing,0,1,70,1,24,0,2.8284963541780774,0,0.01,0,device_trust_score (-3.87); transaction_hour (-3.13); location_mismatch (+2.26)
7532,22.86,5,Food,0,0,64,4,68,0,3.17220341666977,2,0.01,0,device_trust_score (-2.89); transaction_hour (-1.99); location_mismatch (-1.70)
7533,45.78,14,Grocery,0,0,33,2,38,0,3.845455761156033,3,0.01,0,transaction_hour (-3.62); foreign_transaction (-2.22); location_mismatch (-2.09)
7534,124.84,22,Food,0,0,86,1,55,0,4.835011258750022,2,0.01,0,device_trust_score (-3.03); transaction_hour (-2.50); foreign_transaction (-1.58)
7535,330.36,21,Grocery,0,0,40,1,29,0,5.803205397647274,3,0.01,0,transaction_hour (-2.95); foreign_transaction (-1.90); location_mismatch (-1.66)
7536,217.49,20,Electronics,0,0,92,2,20,0,5.386740246897934,1,0.01,0,device_trust_score (-2.92); transaction_hour (-2.57); velocity_last_24h (-1.56)
7537,280.1,21,Electronics,0,1,64,2,65,0,5.638710477912486,1,0.01,0,device_trust_score (-3.67); transaction_hour (-3.26); location_mismatch (+2.36)
7538,77.81,10,Clothing,0,0,59,1,33,0,4.3670398923655585,0,0.01,0,device_trust_score (-2.82); transaction_hour (-2.65); foreign_transaction (-1.58)
7539,93.35,3,Grocery,0,0,84,4,39,0,4.547011271814559,3,0.01,0,device_trust_score (-4.27); foreign_transaction (-2.14); location_mismatch (-1.98)
7540,90.06,0,Electronics,0,0,94,4,28,0,4.511518629906636,1,0.01,0,device_trust_score (-4.33); foreign_transaction (-2.18); location_mismatch (-1.99)
7541,38.35,14,Clothing,0,0,27,2,56,0,3.6724959748634123,0,0.01,0,transaction_hour (-3.65); location_mismatch (-2.19); foreign_transaction (-2.10)
7542,11.37,11,Travel,0,0,77,1,31,0,2.5152741864043966,4,0.01,0,device_trust_score (-3.00); transaction_hour (-2.43); location_mismatch (-1.58)
7543,160.89,8,Electronics,0,1,83,3,59,0,5.086917092253414,1,0.01,0,device_trust_score (-3.88); transaction_hour (-3.10); location_mismatch (+2.35)
7544,815.36,10,Electronics,0,0,60,1,30,0,6.70485543414497,1,0.01,0,transaction_hour (-2.92); device_trust_score (-2.63); location_mismatch (-1.61)
7545,32.85,4,Food,0,0,90,3,33,0,3.521938999358284,2,0.01,0,device_trust_score (-3.07); transaction_hour (-2.04); velocity_last_24h (-1.68)
7546,8.61,23,Travel,0,0,61,1,45,0,2.262804222982201,4,0.01,0,device_trust_score (-2.77); transaction_hour (-2.16); location_mismatch (-1.64)
7547,272.16,6,Grocery,0,1,68,1,24,0,5.610057704092888,3,0.01,0,device_trust_score (-3.63); transaction_hour (-2.91); location_mismatch (+2.43)
7548,52.4,7,Clothing,0,0,88,1,35,0,3.977810745966149,0,0.01,0,device_trust_score (-2.97); transaction_hour (-2.36); foreign_transaction (-1.61)
7549,318.58,0,Travel,0,0,75,1,32,0,5.767007633711242,4,0.01,0,device_trust_score (-3.93); foreign_transaction (-2.26); location_mismatch (-2.16)
7550,219.09,0,Grocery,0,0,30,3,35,0,5.394036553606581,3,0.03,0,foreign_transaction (-2.60); transaction_hour (+2.59); location_mismatch (-2.34)
7551,524.29,2,Electronics,0,0,93,0,64,0,6.2639504910378045,1,0.01,0,device_trust_score (-4.07); velocity_last_24h (-2.18); foreign_transaction (-2.11)
7552,94.65,7,Clothing,0,0,45,3,28,0,4.560695695886262,0,0.01,0,transaction_hour (-2.70); device_trust_score (-2.24); foreign_transaction (-1.71)
7553,195.23,10,Clothing,0,0,81,0,28,0,5.279287440641231,0,0.01,0,device_trust_score (-2.94); transaction_hour (-2.65); velocity_last_24h (-1.57)
7554,112.54,0,Travel,0,1,52,1,68,0,4.73215519774258,4,0.06,0,device_trust_score (-3.42); location_mismatch (+3.17); transaction_hour (+2.30)
7555,179.25,13,Food,0,0,48,2,56,0,5.1943447761650585,2,0.01,0,transaction_hour (-2.82); device_trust_score (-2.66); location_mismatch (-1.69)
7556,107.48,0,Grocery,0,0,99,1,34,0,4.686565824192085,3,0.01,0,device_trust_score (-3.95); foreign_transaction (-2.12); velocity_last_24h (-2.10)
7557,37.63,5,Travel,0,0,87,3,57,0,3.65402917667819,4,0.01,0,device_trust_score (-3.04); transaction_hour (-2.05); foreign_transaction (-1.69)
7558,127.63,20,Food,0,0,46,0,69,0,4.856940066090624,2,0.01,0,transaction_hour (-2.64); device_trust_score (-2.36); velocity_last_24h (-1.64)
7559,135.36,5,Food,0,0,58,3,23,0,4.915298447269702,2,0.01,0,device_trust_score (-2.80); transaction_hour (-2.19); velocity_last_24h (-1.73)
7560,299.5,2,Food,0,0,61,4,63,0,5.705447753975262,2,0.01,0,device_trust_score (-3.87); foreign_transaction (-2.33); location_mismatch (-2.19)
7561,239.4,9,Clothing,0,0,65,1,22,0,5.4823042026610525,0,0.01,0,device_trust_score (-2.77); transaction_hour (-2.49); velocity_last_24h (-1.67)
7562,196.2,11,Grocery,0,0,67,2,50,0,5.284218442168535,3,0.01,0,device_trust_score (-2.81); transaction_hour (-2.73); location_mismatch (-1.67)
7563,21.66,9,Grocery,0,0,46,2,38,0,3.12060125559986,3,0.01,0,transaction_hour (-2.60); device_trust_score (-2.36); location_mismatch (-1.74)
7564,229.53,21,Travel,0,0,39,5,26,0,5.4403810058115045,4,0.02,0,velocity_last_24h (+3.72); transaction_hour (-3.50); foreign_transaction (-2.23)
7565,124.88,1,Electronics,0,0,45,2,50,0,4.835329072196206,1,0.01,0,device_trust_score (-3.03); foreign_transaction (-2.42); location_mismatch (-2.15)
7566,404.15,23,Travel,0,1,76,2,22,0,6.0042573689067344,4,0.01,0,transaction_hour (-3.39); device_trust_score (-3.35); location_mismatch (+2.45)
7567,454.34,21,Grocery,0,0,28,2,37,0,6.121044392643876,3,0.01,0,transaction_hour (-3.59); foreign_transaction (-2.17); location_mismatch (-2.03)
7568,10.21,12,Clothing,0,0,71,2,40,0,2.4168062370840686,0,0.01,0,device_trust_score (-2.89); transaction_hour (-2.50); foreign_transaction (-1.56)
7569,309.31,15,Travel,0,0,42,3,54,0,5.737571797812276,4,0.01,0,transaction_hour (-2.96); device_trust_score (-2.00); foreign_transaction (-1.80)
7570,6.92,12,Electronics,0,1,95,0,51,0,2.0693912058263346,1,0.01,0,device_trust_score (-4.07); transaction_hour (-2.94); location_mismatch (+2.24)
